,A_Price,B_Price,A_PI,B_PI,CONS_1,CONS_2
0,1.5105978482795426,1.6236114130263297,0.28725369851180493,0.22324206620324763,1.4729266600306137,1.9249809190177618
1000,1.5105978482795426,1.5482690365284717,0.2551312419795833,0.23563338706551187,1.4729266600306137,1.9249809190177618
2000,1.8119673542709749,1.5859402247774006,0.20602606528831713,0.36718611795801503,1.4729266600306137,1.9249809190177618
3000,1.6236114130263297,1.9249809190177618,0.40988154140277383,0.18211454203064323,1.4729266600306137,1.9249809190177618
4000,1.887309730768833,1.962652107266691,0.3732980065906081,0.2996171570871174,1.4729266600306137,1.9249809190177618
5000,1.5859402247774006,1.4729266600306137,0.21211330246106208,0.2690500391025014,1.4729266600306137,1.9249809190177618
6000,1.5859402247774006,1.5859402247774006,0.2674481480733658,0.2674481480733658,1.4729266600306137,1.9249809190177618
7000,1.962652107266691,1.6989537895241877,0.20340814771459376,0.42407077132987336,1.4729266600306137,1.9249809190177618
8000,1.6236114130263297,1.962652107266691,0.42148955752883294,0.16763632049594526,1.4729266600306137,1.9249809190177618
9000,1.6236114130263297,1.6989537895241877,0.31789358917133004,0.2635925098333703,1.4729266600306137,1.9249809190177618
10000,1.7742961660220458,1.9249809190177618,0.39651838125757244,0.25925238642335297,1.4729266600306137,1.9249809190177618
11000,1.4729266600306137,1.4352554717816846,0.20705389779099725,0.22155186479368902,1.4729266600306137,1.9249809190177618
12000,1.7742961660220458,1.5105978482795426,0.18104533609418008,0.34280733828285875,1.4729266600306137,1.9249809190177618
13000,1.5859402247774006,1.7366249777731166,0.33710258669524207,0.23194712071022894,1.4729266600306137,1.9249809190177618
14000,1.5859402247774006,1.9249809190177618,0.4045143458779721,0.16452783324488374,1.4729266600306137,1.9249809190177618
15000,1.5105978482795426,1.5482690365284717,0.2551312419795833,0.23563338706551187,1.4729266600306137,1.9249809190177618
16000,1.7366249777731166,1.5859402247774006,0.23194712071022894,0.33710258669524207,1.4729266600306137,1.9249809190177618
17000,1.8496385425199038,1.5859402247774006,0.19225200276833765,0.3806982477790702,1.4729266600306137,1.9249809190177618
18000,1.9249809190177618,1.9249809190177618,0.3374904595088809,0.3374904595088809,1.4729266600306137,1.9249809190177618
19000,1.5859402247774006,1.6236114130263297,0.28568873143519924,0.2615244487749342,1.4729266600306137,1.9249809190177618
20000,1.8119673542709749,1.5482690365284717,0.18697109404607162,0.3625104394541331,1.4729266600306137,1.9249809190177618
21000,1.9249809190177618,1.7742961660220458,0.25925238642335297,0.39651838125757244,1.4729266600306137,1.9249809190177618
22000,1.6612826012752586,1.4729266600306137,0.1955160814213221,0.2970277112013236,1.4729266600306137,1.9249809190177618
23000,1.6612826012752586,1.5105978482795426,0.2143473996408322,0.3023962005255867,1.4729266600306137,1.9249809190177618
24000,1.6989537895241877,1.6612826012752586,0.2838314397462228,0.3122056005008669,1.4729266600306137,1.9249809190177618
25000,1.4352554717816846,1.5482690365284717,0.2500351955978522,0.20041303063995036,1.4729266600306137,1.9249809190177618
26000,1.9249809190177618,1.4729266600306137,0.11797738280546102,0.3679242907599425,1.4729266600306137,1.9249809190177618
27000,1.6236114130263297,1.6612826012752586,0.2995232956654548,0.27318829671547956,1.4729266600306137,1.9249809190177618
28000,1.4352554717816846,1.4352554717816846,0.20682553070048765,0.20682553070048765,1.4729266600306137,1.9249809190177618
29000,1.4352554717816846,1.6236114130263297,0.2763159752474207,0.18636657592506103,1.4729266600306137,1.9249809190177618
30000,1.6612826012752586,1.962652107266691,0.42457142091432976,0.18514013365068846,1.4729266600306137,1.9249809190177618
31000,1.7742961660220458,1.5482690365284717,0.19981032859035813,0.3494249288339128,1.4729266600306137,1.9249809190177618
32000,1.7742961660220458,1.9249809190177618,0.39651838125757244,0.25925238642335297,1.4729266600306137,1.9249809190177618
33000,1.887309730768833,1.5105978482795426,0.14428678108523968,0.37466734960287684,1.4729266600306137,1.9249809190177618
34000,1.4352554717816846,1.6989537895241877,0.29961382470425746,0.16756186124849315,1.4729266600306137,1.9249809190177618
35000,1.7742961660220458,1.5482690365284717,0.19981032859035813,0.3494249288339128,1.4729266600306137,1.9249809190177618
36000,1.6236114130263297,1.7366249777731166,0.33559721753215893,0.25224703341694077,1.4729266600306137,1.9249809190177618
37000,1.7366249777731166,1.962652107266691,0.4200601708377129,0.22227216982369546,1.4729266600306137,1.9249809190177618
38000,1.5105978482795426,1.4352554717816846,0.20482047014204044,0.23600528656727496,1.4729266600306137,1.9249809190177618
39000,1.5105978482795426,1.5482690365284717,0.2551312419795833,0.23563338706551187,1.4729266600306137,1.9249809190177618
40000,1.8119673542709749,1.7366249777731166,0.28761857721565753,0.3527019977603548,1.4729266600306137,1.9249809190177618
41000,1.962652107266691,1.887309730768833,0.2996171570871174,0.3732980065906081,1.4729266600306137,1.9249809190177618
42000,1.6989537895241877,1.6612826012752586,0.2838314397462228,0.3122056005008669,1.4729266600306137,1.9249809190177618
43000,1.7366249777731166,1.9249809190177618,0.4048575368456727,0.23932098290732784,1.4729266600306137,1.9249809190177618
44000,1.7742961660220458,1.5482690365284717,0.19981032859035813,0.3494249288339128,1.4729266600306137,1.9249809190177618
45000,1.9249809190177618,1.962652107266691,0.3556414544324191,0.31835187553104466,1.4729266600306137,1.9249809190177618
46000,1.6236114130263297,1.8496385425199038,0.383336971794079,0.2114713402897956,1.4729266600306137,1.9249809190177618
47000,1.8496385425199038,1.8119673542709749,0.31344471504329413,0.34826262694294513,1.4729266600306137,1.9249809190177618
48000,1.5859402247774006,1.5859402247774006,0.2674481480733658,0.2674481480733658,1.4729266600306137,1.9249809190177618
49000,1.8119673542709749,1.887309730768833,0.36721237250984445,0.2968731139124179,1.4729266600306137,1.9249809190177618
50000,1.5859402247774006,1.8119673542709749,0.36718611795801503,0.20602606528831713,1.4729266600306137,1.9249809190177618
51000,1.5105978482795426,1.6236114130263297,0.28725369851180493,0.22324206620324763,1.4729266600306137,1.9249809190177618
52000,1.8119673542709749,1.5105978482795426,0.16881815929441185,0.3543986234463428,1.4729266600306137,1.9249809190177618
53000,1.4729266600306137,1.6236114130263297,0.2834008023308069,0.20452909956746568,1.4729266600306137,1.9249809190177618
54000,1.5482690365284717,1.8496385425199038,0.3745756462373602,0.17387917424570032,1.4729266600306137,1.9249809190177618
55000,1.4352554717816846,1.5105978482795426,0.23600528656727496,0.20482047014204044,1.4729266600306137,1.9249809190177618
56000,1.8496385425199038,1.5482690365284717,0.17387917424570032,0.3745756462373602,1.4729266600306137,1.9249809190177618
57000,1.6236114130263297,1.4729266600306137,0.20452909956746568,0.2834008023308069,1.4729266600306137,1.9249809190177618
58000,1.962652107266691,1.6236114130263297,0.16763632049594526,0.42148955752883294,1.4729266600306137,1.9249809190177618
59000,1.4352554717816846,1.5482690365284717,0.2500351955978522,0.20041303063995036,1.4729266600306137,1.9249809190177618
60000,1.5482690365284717,1.5859402247774006,0.2708468248857,0.2489669996340264,1.4729266600306137,1.9249809190177618
61000,1.6989537895241877,1.5482690365284717,0.22351838129363097,0.3203499986860943,1.4729266600306137,1.9249809190177618
62000,1.7742961660220458,1.887309730768833,0.37923231345035124,0.27653416873364794,1.4729266600306137,1.9249809190177618
63000,1.6236114130263297,1.7742961660220458,0.3524812009601933,0.23953158407856437,1.4729266600306137,1.9249809190177618
64000,1.5482690365284717,1.6989537895241877,0.3203499986860943,0.22351838129363097,1.4729266600306137,1.9249809190177618
65000,1.6612826012752586,1.6989537895241877,0.3122056005008669,0.2838314397462228,1.4729266600306137,1.9249809190177618
66000,1.8119673542709749,1.5482690365284717,0.18697109404607162,0.3625104394541331,1.4729266600306137,1.9249809190177618
67000,1.5859402247774006,1.7742961660220458,0.35263456425659057,0.21936679503381676,1.4729266600306137,1.9249809190177618
68000,1.5105978482795426,1.5859402247774006,0.2714502071258467,0.23045248574076915,1.4729266600306137,1.9249809190177618
69000,1.8119673542709749,1.9249809190177618,0.3852420796964866,0.27925647648089374,1.4729266600306137,1.9249809190177618
70000,1.7366249777731166,1.9249809190177618,0.4048575368456727,0.23932098290732784,1.4729266600306137,1.9249809190177618
71000,1.5859402247774006,1.5859402247774006,0.2674481480733658,0.2674481480733658,1.4729266600306137,1.9249809190177618
