,A_Price,B_Price,A_PI,B_PI
121000,1.7366249777731166,1.7366249777731166,0.3136289220568688,0.3136289220568688
122000,1.5482690365284717,1.6236114130263297,0.2879620686223454,0.24231065205340752
123000,1.5859402247774006,1.7366249777731166,0.33710258669524207,0.23194712071022894
124000,1.8496385425199038,1.5859402247774006,0.19225200276833765,0.3806982477790702
125000,1.6989537895241877,1.9249809190177618,0.40998226543178484,0.21968481594237121
126000,1.6612826012752586,1.5482690365284717,0.2337085560458443,0.3045130476600539
127000,1.9249809190177618,1.7366249777731166,0.23932098290732784,0.4048575368456727
128000,1.4352554717816846,1.5105978482795426,0.23600528656727496,0.20482047014204044
129000,1.8119673542709749,1.7366249777731166,0.28761857721565753,0.3527019977603548
130000,1.5859402247774006,1.5482690365284717,0.2489669996340264,0.2708468248857
131000,1.6989537895241877,1.5482690365284717,0.22351838129363097,0.3203499986860943
132000,1.887309730768833,1.4729266600306137,0.12890402245423008,0.36044760688973254
133000,1.4352554717816846,1.6236114130263297,0.2763159752474207,0.18636657592506103
134000,1.4352554717816846,1.4729266600306137,0.22155186479368902,0.20705389779099725
135000,1.9249809190177618,1.887309730768833,0.31858632722648816,0.3553130513470682
136000,1.8496385425199038,1.4352554717816846,0.12505043267999394,0.33608749758137657
137000,1.5859402247774006,1.5105978482795426,0.23045248574076915,0.2714502071258467
138000,1.6236114130263297,1.6236114130263297,0.28066655834355264,0.28066655834355264
139000,1.5859402247774006,1.7366249777731166,0.33710258669524207,0.23194712071022894
140000,1.6612826012752586,1.4729266600306137,0.1955160814213221,0.2970277112013236
141000,1.4352554717816846,1.6236114130263297,0.2763159752474207,0.18636657592506103
142000,1.7742961660220458,1.5859402247774006,0.21936679503381676,0.35263456425659057
143000,1.6989537895241877,1.6612826012752586,0.2838314397462228,0.3122056005008669
144000,1.6989537895241877,1.5482690365284717,0.22351838129363097,0.3203499986860943
145000,1.8119673542709749,1.4352554717816846,0.13569326710401988,0.32823095589710233
146000,1.5859402247774006,1.5482690365284717,0.2489669996340264,0.2708468248857
147000,1.5859402247774006,1.887309730768833,0.3931418250269303,0.17833587890473782
148000,1.4352554717816846,1.6236114130263297,0.2763159752474207,0.18636657592506103
149000,1.7742961660220458,1.5482690365284717,0.19981032859035813,0.3494249288339128
150000,1.7742961660220458,1.6612826012752586,0.2600959244310865,0.3490906402596927
151000,1.6989537895241877,1.6989537895241877,0.3039013560987007,0.3039013560987007
152000,1.5482690365284717,1.6612826012752586,0.3045130476600539,0.2337085560458443
153000,1.7742961660220458,1.5482690365284717,0.19981032859035813,0.3494249288339128
154000,1.5105978482795426,1.4352554717816846,0.20482047014204044,0.23600528656727496
155000,1.5482690365284717,1.8119673542709749,0.3625104394541331,0.18697109404607162
156000,1.4729266600306137,1.7366249777731166,0.3217824134888718,0.17455168745436303
157000,1.7366249777731166,1.5859402247774006,0.23194712071022894,0.33710258669524207
158000,1.5105978482795426,1.6989537895241877,0.31675831826724976,0.20412195934259805
159000,1.5482690365284717,1.7366249777731166,0.33535112538960515,0.21210197164739214
160000,1.7742961660220458,1.6989537895241877,0.28083357067008363,0.3426679530808011
161000,1.7366249777731166,1.5482690365284717,0.21210197164739214,0.33535112538960515
162000,1.5105978482795426,1.887309730768833,0.37466734960287684,0.14428678108523968
163000,1.962652107266691,1.4729266600306137,0.10752565661475796,0.3746077620510428
164000,1.8119673542709749,1.9249809190177618,0.3852420796964866,0.27925647648089374
165000,1.4352554717816846,1.962652107266691,0.3550945533685962,0.09525490384660858
166000,1.5105978482795426,1.4729266600306137,0.2216304105612898,0.23866334562394587
167000,1.9249809190177618,1.5859402247774006,0.16452783324488374,0.4045143458779721
168000,1.5105978482795426,1.962652107266691,0.3912201918862228,0.12092412860855933
169000,1.5859402247774006,1.8119673542709749,0.36718611795801503,0.20602606528831713
170000,1.5105978482795426,1.5482690365284717,0.2551312419795833,0.23563338706551187
171000,1.6236114130263297,1.5482690365284717,0.24231065205340752,0.2879620686223454
172000,1.962652107266691,1.4352554717816846,0.09525490384660858,0.3550945533685962
173000,1.5105978482795426,1.4729266600306137,0.2216304105612898,0.23866334562394587
174000,1.6612826012752586,1.6612826012752586,0.2928645637496168,0.2928645637496168
175000,1.7366249777731166,1.7366249777731166,0.3136289220568688,0.3136289220568688
176000,1.6236114130263297,1.4729266600306137,0.20452909956746568,0.2834008023308069
177000,1.6236114130263297,1.7366249777731166,0.33559721753215893,0.25224703341694077
178000,1.887309730768833,1.6236114130263297,0.19680711983669102,0.3971645829174861
179000,1.4729266600306137,1.887309730768833,0.36044760688973254,0.12890402245423008
180000,1.887309730768833,1.6989537895241877,0.2358985700023447,0.3947356141902428
181000,1.4729266600306137,1.5105978482795426,0.23866334562394587,0.2216304105612898
182000,1.6236114130263297,1.7742961660220458,0.3524812009601933,0.23953158407856437
183000,1.8496385425199038,1.8496385425199038,0.3334506671653235,0.3334506671653235
184000,1.6989537895241877,1.7366249777731166,0.3235814478781955,0.29331889103226705
185000,1.8119673542709749,1.6989537895241877,0.26684011132012,0.36098210966674266
186000,1.5105978482795426,1.5859402247774006,0.2714502071258467,0.23045248574076915
187000,1.5859402247774006,1.6612826012752586,0.30349222106194984,0.2533951122405889
188000,1.6612826012752586,1.6236114130263297,0.27318829671547956,0.2995232956654548
189000,1.6612826012752586,1.962652107266691,0.42457142091432976,0.18514013365068846
190000,1.4729266600306137,1.6612826012752586,0.2970277112013236,0.1955160814213221
191000,1.5482690365284717,1.7742961660220458,0.3494249288339128,0.19981032859035813
192000,1.7366249777731166,1.7742961660220458,0.3334904374461103,0.30151053860781546
193000,1.8496385425199038,1.6612826012752586,0.2313654490753061,0.3825244319255426
194000,1.4352554717816846,1.4729266600306137,0.22155186479368902,0.20705389779099725
195000,1.887309730768833,1.5482690365284717,0.16079070185606417,0.3856145541937367
196000,1.7366249777731166,1.9249809190177618,0.4048575368456727,0.23932098290732784
197000,1.6989537895241877,1.8496385425199038,0.378375946693072,0.2517346714246135
198000,1.8119673542709749,1.5482690365284717,0.18697109404607162,0.3625104394541331
199000,1.7742961660220458,1.5859402247774006,0.21936679503381676,0.35263456425659057
200000,1.962652107266691,1.7366249777731166,0.22227216982369546,0.4200601708377129
201000,1.8496385425199038,1.8496385425199038,0.3334506671653235,0.3334506671653235
202000,1.5105978482795426,1.6236114130263297,0.28725369851180493,0.22324206620324763
203000,1.8119673542709749,1.7366249777731166,0.28761857721565753,0.3527019977603548
204000,1.6612826012752586,1.5105978482795426,0.2143473996408322,0.3023962005255867
205000,1.6612826012752586,1.5859402247774006,0.2533951122405889,0.30349222106194984
206000,1.6989537895241877,1.5859402247774006,0.24341292452193403,0.3206809444410617
207000,1.9249809190177618,1.9249809190177618,0.3374904595088809,0.3374904595088809
208000,1.6612826012752586,1.4352554717816846,0.17739646418901345,0.28837090670922916
209000,1.7742961660220458,1.4729266600306137,0.1632234164310471,0.3328140145464146
210000,1.8496385425199038,1.4729266600306137,0.14019277582963643,0.35212818961899717
211000,1.6612826012752586,1.7366249777731166,0.3310078431027143,0.27278125023866423
212000,1.8119673542709749,1.4352554717816846,0.13569326710401988,0.32823095589710233
213000,1.6236114130263297,1.6612826012752586,0.2995232956654548,0.27318829671547956
214000,1.5482690365284717,1.5105978482795426,0.23563338706551187,0.2551312419795833
215000,1.5859402247774006,1.5482690365284717,0.2489669996340264,0.2708468248857
216000,1.4352554717816846,1.4729266600306137,0.22155186479368902,0.20705389779099725
217000,1.4352554717816846,1.8496385425199038,0.33608749758137657,0.12505043267999394
218000,1.5482690365284717,1.6989537895241877,0.3203499986860943,0.22351838129363097
219000,1.6612826012752586,1.5482690365284717,0.2337085560458443,0.3045130476600539
220000,1.4729266600306137,1.7742961660220458,0.3328140145464146,0.1632234164310471
221000,1.4729266600306137,1.962652107266691,0.3746077620510428,0.10752565661475796
222000,1.7742961660220458,1.6236114130263297,0.23953158407856437,0.3524812009601933
223000,1.7742961660220458,1.7742961660220458,0.32189556453873175,0.32189556453873175
224000,1.4729266600306137,1.4729266600306137,0.22292666003061892,0.22292666003061892
225000,1.5859402247774006,1.962652107266691,0.41483583114148675,0.15103470316917694
226000,1.6236114130263297,1.6236114130263297,0.28066655834355264,0.28066655834355264
227000,1.5105978482795426,1.6612826012752586,0.3023962005255867,0.2143473996408322
228000,1.4352554717816846,1.5482690365284717,0.2500351955978522,0.20041303063995036
229000,1.5105978482795426,1.5482690365284717,0.2551312419795833,0.23563338706551187
230000,1.5482690365284717,1.5482690365284717,0.25334053771580883,0.25334053771580883
231000,1.7742961660220458,1.6236114130263297,0.23953158407856437,0.3524812009601933
232000,1.6612826012752586,1.6989537895241877,0.3122056005008669,0.2838314397462228
233000,1.4729266600306137,1.6612826012752586,0.2970277112013236,0.1955160814213221
234000,1.7742961660220458,1.4729266600306137,0.1632234164310471,0.3328140145464146
235000,1.7366249777731166,1.7742961660220458,0.3334904374461103,0.30151053860781546
236000,1.5105978482795426,1.7742961660220458,0.34280733828285875,0.18104533609418008
237000,1.5105978482795426,1.8119673542709749,0.3543986234463428,0.16881815929441185
238000,1.5859402247774006,1.5105978482795426,0.23045248574076915,0.2714502071258467
239000,1.6989537895241877,1.5482690365284717,0.22351838129363097,0.3203499986860943
240000,1.6612826012752586,1.5105978482795426,0.2143473996408322,0.3023962005255867
241000,1.5105978482795426,1.4352554717816846,0.20482047014204044,0.23600528656727496
242000,1.6236114130263297,1.6612826012752586,0.2995232956654548,0.27318829671547956
243000,1.7742961660220458,1.4729266600306137,0.1632234164310471,0.3328140145464146
244000,1.7366249777731166,1.8496385425199038,0.3710892159745328,0.2723588098943081
245000,1.5482690365284717,1.5105978482795426,0.23563338706551187,0.2551312419795833
246000,1.5105978482795426,1.9249809190177618,0.38338800556524816,0.13238390614182682
247000,1.7366249777731166,1.8119673542709749,0.3527019977603548,0.28761857721565753
248000,1.6989537895241877,1.6236114130263297,0.2635925098333703,0.31789358917133004
249000,1.6612826012752586,1.6236114130263297,0.27318829671547956,0.2995232956654548
250000,1.5105978482795426,1.6612826012752586,0.3023962005255867,0.2143473996408322
251000,1.5859402247774006,1.8119673542709749,0.36718611795801503,0.20602606528831713
252000,1.7366249777731166,1.962652107266691,0.4200601708377129,0.22227216982369546
253000,1.5859402247774006,1.7366249777731166,0.33710258669524207,0.23194712071022894
254000,1.7366249777731166,1.5105978482795426,0.19291232766261432,0.33024926590988624
255000,1.5859402247774006,1.6236114130263297,0.28568873143519924,0.2615244487749342
256000,1.962652107266691,1.6236114130263297,0.16763632049594526,0.42148955752883294
257000,1.7742961660220458,1.887309730768833,0.37923231345035124,0.27653416873364794
258000,1.887309730768833,1.6989537895241877,0.2358985700023447,0.3947356141902428
259000,1.8119673542709749,1.5105978482795426,0.16881815929441185,0.3543986234463428
260000,1.5482690365284717,1.5859402247774006,0.2708468248857,0.2489669996340264
261000,1.5105978482795426,1.6989537895241877,0.31675831826724976,0.20412195934259805
262000,1.6989537895241877,1.6236114130263297,0.2635925098333703,0.31789358917133004
263000,1.6612826012752586,1.6236114130263297,0.27318829671547956,0.2995232956654548
264000,1.6236114130263297,1.6989537895241877,0.31789358917133004,0.2635925098333703
265000,1.6612826012752586,1.6236114130263297,0.27318829671547956,0.2995232956654548
266000,1.8119673542709749,1.8119673542709749,0.3285506593058404,0.3285506593058404
267000,1.4729266600306137,1.5105978482795426,0.23866334562394587,0.2216304105612898
268000,1.4729266600306137,1.4352554717816846,0.20705389779099725,0.22155186479368902
269000,1.7742961660220458,1.6236114130263297,0.23953158407856437,0.3524812009601933
270000,1.5482690365284717,1.4729266600306137,0.21792448714600277,0.25409096534151626
271000,1.6989537895241877,1.6612826012752586,0.2838314397462228,0.3122056005008669
272000,1.5105978482795426,1.4352554717816846,0.20482047014204044,0.23600528656727496
273000,1.7742961660220458,1.7366249777731166,0.30151053860781546,0.3334904374461103
274000,1.8119673542709749,1.4729266600306137,0.1516949538187277,0.3429259679452629
275000,1.6612826012752586,1.4729266600306137,0.1955160814213221,0.2970277112013236
276000,1.5859402247774006,1.6989537895241877,0.3206809444410617,0.24341292452193403
277000,1.5105978482795426,1.4352554717816846,0.20482047014204044,0.23600528656727496
278000,1.6236114130263297,1.5105978482795426,0.22324206620324763,0.28725369851180493
279000,1.7366249777731166,1.6989537895241877,0.29331889103226705,0.3235814478781955
280000,1.7742961660220458,1.8119673542709749,0.3417703086414912,0.3082650107979039
281000,1.6989537895241877,1.6612826012752586,0.2838314397462228,0.3122056005008669
282000,1.8496385425199038,1.6236114130263297,0.2114713402897956,0.383336971794079
283000,1.7742961660220458,1.8119673542709749,0.3417703086414912,0.3082650107979039
284000,1.962652107266691,1.5105978482795426,0.12092412860855933,0.3912201918862228
285000,1.8496385425199038,1.5859402247774006,0.19225200276833765,0.3806982477790702
286000,1.7742961660220458,1.6989537895241877,0.28083357067008363,0.3426679530808011
287000,1.887309730768833,1.9249809190177618,0.3553130513470682,0.31858632722648816
288000,1.5482690365284717,1.5859402247774006,0.2708468248857,0.2489669996340264
289000,1.5482690365284717,1.7742961660220458,0.3494249288339128,0.19981032859035813
290000,1.5482690365284717,1.5105978482795426,0.23563338706551187,0.2551312419795833
291000,1.6236114130263297,1.5105978482795426,0.22324206620324763,0.28725369851180493
292000,1.4729266600306137,1.8496385425199038,0.35212818961899717,0.14019277582963643
293000,1.6989537895241877,1.5859402247774006,0.24341292452193403,0.3206809444410617
294000,1.887309730768833,1.8496385425199038,0.3169220102508845,0.352819775867538
295000,1.4729266600306137,1.4729266600306137,0.22292666003061892,0.22292666003061892
296000,1.4729266600306137,1.7366249777731166,0.3217824134888718,0.17455168745436303
297000,1.8119673542709749,1.8496385425199038,0.34826262694294513,0.31344471504329413
298000,1.6989537895241877,1.6612826012752586,0.2838314397462228,0.3122056005008669
299000,1.7742961660220458,1.4729266600306137,0.1632234164310471,0.3328140145464146
300000,1.7366249777731166,1.7742961660220458,0.3334904374461103,0.30151053860781546
301000,1.6236114130263297,1.887309730768833,0.3971645829174861,0.19680711983669102
302000,1.7742961660220458,1.6612826012752586,0.2600959244310865,0.3490906402596927
303000,1.4729266600306137,1.4729266600306137,0.22292666003061892,0.22292666003061892
304000,1.6236114130263297,1.4729266600306137,0.20452909956746568,0.2834008023308069
305000,1.6612826012752586,1.6236114130263297,0.27318829671547956,0.2995232956654548
306000,1.6612826012752586,1.6612826012752586,0.2928645637496168,0.2928645637496168
307000,1.6612826012752586,1.5859402247774006,0.2533951122405889,0.30349222106194984
308000,1.4352554717816846,1.887309730768833,0.34315225380130265,0.1146883169746118
309000,1.7366249777731166,1.4352554717816846,0.1571610926818424,0.31000970655967464
310000,1.6989537895241877,1.6612826012752586,0.2838314397462228,0.3122056005008669
311000,1.6612826012752586,1.9249809190177618,0.41169463996394823,0.2005533835049133
312000,1.5105978482795426,1.7366249777731166,0.33024926590988624,0.19291232766261432
313000,1.8496385425199038,1.962652107266691,0.3889683743904553,0.28043020032768734
314000,1.9249809190177618,1.9249809190177618,0.3374904595088809,0.3374904595088809
315000,1.4729266600306137,1.7742961660220458,0.3328140145464146,0.1632234164310471
316000,1.8496385425199038,1.6612826012752586,0.2313654490753061,0.3825244319255426
317000,1.6236114130263297,1.7366249777731166,0.33559721753215893,0.25224703341694077
318000,1.6236114130263297,1.5482690365284717,0.24231065205340752,0.2879620686223454
319000,1.7366249777731166,1.7742961660220458,0.3334904374461103,0.30151053860781546
320000,1.7742961660220458,1.5859402247774006,0.21936679503381676,0.35263456425659057
321000,1.5105978482795426,1.6989537895241877,0.31675831826724976,0.20412195934259805
322000,1.5859402247774006,1.6236114130263297,0.28568873143519924,0.2615244487749342
323000,1.6989537895241877,1.6236114130263297,0.2635925098333703,0.31789358917133004
324000,1.5105978482795426,1.4352554717816846,0.20482047014204044,0.23600528656727496
325000,1.5482690365284717,1.5482690365284717,0.25334053771580883,0.25334053771580883
326000,1.4729266600306137,1.5482690365284717,0.25409096534151626,0.21792448714600277
327000,1.887309730768833,1.6236114130263297,0.19680711983669102,0.3971645829174861
328000,1.962652107266691,1.962652107266691,0.3364467366975655,0.3364467366975655
329000,1.4352554717816846,1.5105978482795426,0.23600528656727496,0.20482047014204044
330000,1.7366249777731166,1.6612826012752586,0.27278125023866423,0.3310078431027143
331000,1.5482690365284717,1.5105978482795426,0.23563338706551187,0.2551312419795833
332000,1.7742961660220458,1.8496385425199038,0.3609383633894346,0.2930063468360761
333000,1.7742961660220458,1.887309730768833,0.37923231345035124,0.27653416873364794
334000,1.4352554717816846,1.7366249777731166,0.31000970655967464,0.1571610926818424
335000,1.5105978482795426,1.5859402247774006,0.2714502071258467,0.23045248574076915
336000,1.6989537895241877,1.7742961660220458,0.3426679530808011,0.28083357067008363
337000,1.5482690365284717,1.6236114130263297,0.2879620686223454,0.24231065205340752
338000,1.7742961660220458,1.4352554717816846,0.14646120550128428,0.31954626502627576
339000,1.7742961660220458,1.7366249777731166,0.30151053860781546,0.3334904374461103
340000,1.6236114130263297,1.8496385425199038,0.383336971794079,0.2114713402897956
341000,1.5482690365284717,1.962652107266691,0.4046961537849659,0.13544020388424313
342000,1.6989537895241877,1.4729266600306137,0.18541532868469385,0.3098420153642828
343000,1.8496385425199038,1.6989537895241877,0.2517346714246135,0.378375946693072
344000,1.7742961660220458,1.7366249777731166,0.30151053860781546,0.3334904374461103
345000,1.4729266600306137,1.5859402247774006,0.2690500391025014,0.21211330246106208
346000,1.6989537895241877,1.5105978482795426,0.20412195934259805,0.31675831826724976
347000,1.5105978482795426,1.4352554717816846,0.20482047014204044,0.23600528656727496
348000,1.4729266600306137,1.5859402247774006,0.2690500391025014,0.21211330246106208
349000,1.5105978482795426,1.5482690365284717,0.2551312419795833,0.23563338706551187
350000,1.6989537895241877,1.962652107266691,0.42407077132987336,0.20340814771459376
351000,1.4729266600306137,1.8119673542709749,0.3429259679452629,0.1516949538187277
352000,1.6989537895241877,1.887309730768833,0.3947356141902428,0.2358985700023447
353000,1.5482690365284717,1.887309730768833,0.3856145541937367,0.16079070185606417
354000,1.6989537895241877,1.6612826012752586,0.2838314397462228,0.3122056005008669
355000,1.6989537895241877,1.6989537895241877,0.3039013560987007,0.3039013560987007
356000,1.7742961660220458,1.7742961660220458,0.32189556453873175,0.32189556453873175
357000,1.8496385425199038,1.5859402247774006,0.19225200276833765,0.3806982477790702
358000,1.4729266600306137,1.4352554717816846,0.20705389779099725,0.22155186479368902
